Date,Time,Visitor,G_Visitor,Home,G_Home,OT_SO,Attendance,LOG,Notes,Day
2013-10-01,20:00:00,Washington Capitals,4,Chicago Blackhawks,6,,22158,,,Tuesday
2013-10-01,22:00:00,Winnipeg Jets,5,Edmonton Oilers,4,,16839,,,Tuesday
2013-10-01,19:00:00,Toronto Maple Leafs,4,Montreal Canadiens,3,,21273,,,Tuesday
2013-10-02,21:30:00,Anaheim Ducks,1,Colorado Avalanche,6,,18007,,,Wednesday
2013-10-02,20:00:00,Buffalo Sabres,1,Detroit Red Wings,2,,20066,,,Wednesday
2013-10-02,19:30:00,Toronto Maple Leafs,3,Philadelphia Flyers,1,,19872,,,Wednesday
2013-10-03,19:00:00,Tampa Bay Lightning,1,Boston Bruins,3,,17565,,,Thursday
2013-10-03,20:30:00,Florida Panthers,4,Dallas Stars,2,,16100,,,Thursday
2013-10-03,20:00:00,Los Angeles Kings,3,Minnesota Wild,2,SO,18511,,,Thursday
2013-10-03,22:00:00,New York Rangers,1,Phoenix Coyotes,4,,17125,,,Thursday
2013-10-03,19:00:00,New Jersey Devils,0,Pittsburgh Penguins,3,,18621,,,Thursday
2013-10-03,22:00:00,Vancouver Canucks,1,San Jose Sharks,4,,17562,,,Thursday
2013-10-03,20:30:00,Nashville Predators,2,St. Louis Blues,4,,18851,,,Thursday
2013-10-03,19:00:00,Calgary Flames,4,Washington Capitals,5,SO,18506,,,Thursday
2013-10-04,19:00:00,Ottawa Senators,1,Buffalo Sabres,0,,19070,,,Friday
2013-10-04,19:00:00,Detroit Red Wings,3,Carolina Hurricanes,2,OT,18680,,,Friday
2013-10-04,19:00:00,Calgary Flames,4,Columbus Blue Jackets,3,,18151,,,Friday
2013-10-04,21:00:00,Nashville Predators,1,Colorado Avalanche,3,,14494,,,Friday
2013-10-04,19:00:00,New York Islanders,4,New Jersey Devils,3,SO,16624,,,Friday
2013-10-04,20:00:00,Los Angeles Kings,3,Winnipeg Jets,5,,15004,,,Friday
2013-10-05,19:00:00,Detroit Red Wings,1,Boston Bruins,4,,17565,,,Saturday
2013-10-05,20:00:00,Tampa Bay Lightning,3,Chicago Blackhawks,2,SO,21563,,,Saturday
2013-10-05,20:00:00,Washington Capitals,1,Dallas Stars,2,,17200,,,Saturday
2013-10-05,20:00:00,Anaheim Ducks,4,Minnesota Wild,3,OT,18213,,,Saturday
2013-10-05,19:00:00,Philadelphia Flyers,1,Montreal Canadiens,4,,21273,,,Saturday
2013-10-05,19:00:00,Columbus Blue Jackets,3,New York Islanders,2,SO,16170,,,Saturday
2013-10-05,19:00:00,Buffalo Sabres,1,Pittsburgh Penguins,4,,18641,,,Saturday
2013-10-05,22:30:00,Phoenix Coyotes,1,San Jose Sharks,4,,17562,,,Saturday
2013-10-05,20:00:00,Florida Panthers,0,St. Louis Blues,7,,16264,,,Saturday
2013-10-05,19:00:00,Ottawa Senators,4,Toronto Maple Leafs,5,SO,19552,,,Saturday
2013-10-05,22:00:00,Edmonton Oilers,2,Vancouver Canucks,6,,18910,,,Saturday
2013-10-06,17:00:00,Philadelphia Flyers,1,Carolina Hurricanes,2,,16088,,,Sunday
2013-10-06,20:00:00,Vancouver Canucks,5,Calgary Flames,4,OT,19289,,,Sunday
2013-10-06,20:00:00,Anaheim Ducks,3,Winnipeg Jets,2,,15004,,,Sunday
2013-10-07,21:30:00,New Jersey Devils,4,Edmonton Oilers,5,SO,16839,,,Monday
2013-10-07,22:30:00,New York Rangers,3,Los Angeles Kings,1,,18118,,,Monday
2013-10-08,19:30:00,Tampa Bay Lightning,3,Buffalo Sabres,2,OT,18243,,,Tuesday
2013-10-08,20:00:00,Minnesota Wild,2,Nashville Predators,3,,17196,,,Tuesday
2013-10-08,19:00:00,Phoenix Coyotes,1,New York Islanders,6,,10288,,,Tuesday
2013-10-08,19:00:00,Florida Panthers,1,Philadelphia Flyers,2,,19589,,,Tuesday
2013-10-08,19:00:00,Carolina Hurricanes,2,Pittsburgh Penguins,5,,18451,,,Tuesday
2013-10-08,22:30:00,New York Rangers,2,San Jose Sharks,9,,17562,,,Tuesday
2013-10-08,19:00:00,Colorado Avalanche,2,Toronto Maple Leafs,1,,19388,,,Tuesday
2013-10-08,22:00:00,New Jersey Devils,2,Vancouver Canucks,3,OT,18910,,,Tuesday
2013-10-09,20:00:00,Montreal Canadiens,2,Calgary Flames,3,,19289,,,Wednesday
2013-10-09,22:30:00,Ottawa Senators,3,Los Angeles Kings,4,OT,18118,,,Wednesday
2013-10-09,20:00:00,Chicago Blackhawks,2,St. Louis Blues,3,,16565,,,Wednesday
2013-10-10,22:00:00,New York Rangers,0,Anaheim Ducks,6,,17179,,,Thursday
2013-10-10,19:00:00,Colorado Avalanche,2,Boston Bruins,0,,17565,,,Thursday
2013-10-10,19:00:00,Columbus Blue Jackets,4,Buffalo Sabres,1,,18210,,,Thursday
2013-10-10,19:30:00,Phoenix Coyotes,4,Detroit Red Wings,2,,20066,,,Thursday
2013-10-10,21:30:00,Montreal Canadiens,4,Edmonton Oilers,1,,16839,,,Thursday
2013-10-10,20:00:00,Winnipeg Jets,1,Minnesota Wild,2,,17366,,,Thursday
2013-10-10,20:00:00,Toronto Maple Leafs,4,Nashville Predators,0,,16671,,,Thursday
2013-10-10,19:30:00,Florida Panthers,2,Tampa Bay Lightning,7,,19204,,,Thursday
2013-10-10,22:00:00,San Jose Sharks,4,Vancouver Canucks,1,,18910,,,Thursday
2013-10-10,19:00:00,Carolina Hurricanes,3,Washington Capitals,2,,18506,,,Thursday
2013-10-11,19:00:00,Los Angeles Kings,2,Carolina Hurricanes,1,SO,16353,,,Friday
2013-10-11,21:00:00,New Jersey Devils,2,Calgary Flames,3,,19289,,,Friday
2013-10-11,20:00:00,New York Islanders,2,Chicago Blackhawks,3,,21196,,,Friday
2013-10-11,19:30:00,Pittsburgh Penguins,3,Florida Panthers,6,,18584,,,Friday
2013-10-11,19:00:00,Phoenix Coyotes,2,Philadelphia Flyers,1,,19713,,,Friday
2013-10-11,20:00:00,Dallas Stars,4,Winnipeg Jets,1,,15004,,,Friday
2013-10-12,14:00:00,Boston Bruins,3,Columbus Blue Jackets,1,,14092,,,Saturday
2013-10-12,20:00:00,Buffalo Sabres,1,Chicago Blackhawks,2,,21261,,,Saturday
2013-10-12,19:00:00,Philadelphia Flyers,2,Detroit Red Wings,5,,20066,,,Saturday
2013-10-12,20:00:00,Dallas Stars,1,Minnesota Wild,5,,18278,,,Saturday
2013-10-12,20:00:00,New York Islanders,2,Nashville Predators,3,,17113,,,Saturday
2013-10-12,22:00:00,Ottawa Senators,2,San Jose Sharks,3,,17562,,,Saturday
2013-10-12,20:00:00,New York Rangers,3,St. Louis Blues,5,,18130,,,Saturday
2013-10-12,19:00:00,Pittsburgh Penguins,5,Tampa Bay Lightning,4,,18939,,,Saturday
2013-10-12,19:00:00,Edmonton Oilers,5,Toronto Maple Leafs,6,OT,19379,,,Saturday
2013-10-12,22:00:00,Montreal Canadiens,4,Vancouver Canucks,1,,18910,,,Saturday
2013-10-12,19:00:00,Colorado Avalanche,5,Washington Capitals,1,,18506,,,Saturday
2013-10-13,20:00:00,Ottawa Senators,1,Anaheim Ducks,4,,17177,,,Sunday
2013-10-13,13:00:00,Phoenix Coyotes,5,Carolina Hurricanes,3,,15384,,,Sunday
2013-10-13,15:00:00,Los Angeles Kings,3,Florida Panthers,0,,12810,,,Sunday
2013-10-13,20:00:00,New Jersey Devils,0,Winnipeg Jets,3,,15004,,,Sunday
2013-10-14,13:00:00,Detroit Red Wings,3,Boston Bruins,2,,17565,,,Monday
2013-10-14,19:30:00,Minnesota Wild,2,Buffalo Sabres,1,,18111,,,Monday
2013-10-14,19:00:00,Edmonton Oilers,2,Washington Capitals,4,,18506,,,Monday
2013-10-15,19:00:00,Chicago Blackhawks,3,Carolina Hurricanes,2,SO,16263,,,Tuesday
2013-10-15,21:00:00,Dallas Stars,2,Colorado Avalanche,3,,15208,,,Tuesday
2013-10-15,20:00:00,Columbus Blue Jackets,1,Detroit Red Wings,2,,20066,,,Tuesday
2013-10-15,20:00:00,Florida Panthers,3,Nashville Predators,4,,15935,,,Tuesday
2013-10-15,19:00:00,Buffalo Sabres,4,New York Islanders,3,SO,10512,,,Tuesday
2013-10-15,19:00:00,Vancouver Canucks,3,Philadelphia Flyers,2,,19588,,,Tuesday
2013-10-15,22:00:00,Ottawa Senators,4,Phoenix Coyotes,3,OT,10594,,,Tuesday
2013-10-15,19:00:00,Edmonton Oilers,2,Pittsburgh Penguins,3,,18410,,,Tuesday
2013-10-15,20:00:00,San Jose Sharks,6,St. Louis Blues,2,,14503,,,Tuesday
2013-10-15,19:30:00,Los Angeles Kings,1,Tampa Bay Lightning,5,,16310,,,Tuesday
2013-10-15,19:00:00,Minnesota Wild,1,Toronto Maple Leafs,4,,19283,,,Tuesday
2013-10-15,20:00:00,Montreal Canadiens,3,Winnipeg Jets,0,,15004,,,Tuesday
2013-10-16,22:00:00,Calgary Flames,2,Anaheim Ducks,3,,14051,,,Wednesday
2013-10-16,20:00:00,New York Rangers,2,Washington Capitals,0,,18506,,,Wednesday
2013-10-17,19:00:00,Vancouver Canucks,3,Buffalo Sabres,0,,18374,,,Thursday
2013-10-17,20:00:00,St. Louis Blues,3,Chicago Blackhawks,2,SO,21169,,,Thursday
2013-10-17,21:00:00,Detroit Red Wings,4,Colorado Avalanche,2,,18101,,,Thursday
2013-10-17,20:30:00,San Jose Sharks,3,Dallas Stars,4,SO,14898,,,Thursday
2013-10-17,19:30:00,Boston Bruins,3,Florida Panthers,2,,14440,,,Thursday
2013-10-17,19:30:00,Columbus Blue Jackets,3,Montreal Canadiens,5,,21273,,,Thursday
2013-10-17,20:00:00,Los Angeles Kings,2,Nashville Predators,1,SO,16416,,,Thursday
2013-10-17,19:00:00,Edmonton Oilers,2,New York Islanders,3,,10608,,,Thursday
2013-10-17,19:30:00,New Jersey Devils,2,Ottawa Senators,5,,18867,,,Thursday
2013-10-17,19:00:00,Pittsburgh Penguins,4,Philadelphia Flyers,1,,19735,,,Thursday
2013-10-17,19:30:00,Minnesota Wild,1,Tampa Bay Lightning,3,,16454,,,Thursday
2013-10-17,19:00:00,Carolina Hurricanes,3,Toronto Maple Leafs,2,,19277,,,Thursday
2013-10-18,22:00:00,Phoenix Coyotes,2,Anaheim Ducks,3,SO,13206,,,Friday
2013-10-18,20:00:00,St. Louis Blues,3,Winnipeg Jets,4,SO,15004,,,Friday
2013-10-19,19:00:00,Colorado Avalanche,4,Buffalo Sabres,2,,18422,,,Saturday
2013-10-19,19:00:00,Toronto Maple Leafs,1,Chicago Blackhawks,3,,21801,,,Saturday
2013-10-19,19:00:00,Minnesota Wild,1,Florida Panthers,2,SO,13081,,,Saturday
2013-10-19,22:30:00,Dallas Stars,2,Los Angeles Kings,5,,18118,,,Saturday
2013-10-19,19:00:00,Nashville Predators,2,Montreal Canadiens,1,,21273,,,Saturday
2013-10-19,19:00:00,New York Rangers,0,New Jersey Devils,4,,16592,,,Saturday
2013-10-19,19:00:00,Carolina Hurricanes,4,New York Islanders,3,,13008,,,Saturday
2013-10-19,14:00:00,Edmonton Oilers,3,Ottawa Senators,1,,18623,,,Saturday
2013-10-19,21:00:00,Detroit Red Wings,2,Phoenix Coyotes,5,,14624,,,Saturday
2013-10-19,13:00:00,Vancouver Canucks,3,Pittsburgh Penguins,4,SO,18657,,,Saturday
2013-10-19,22:00:00,Calgary Flames,3,San Jose Sharks,6,,17562,,,Saturday
2013-10-19,19:00:00,Boston Bruins,5,Tampa Bay Lightning,0,,18512,,,Saturday
2013-10-19,19:00:00,Columbus Blue Jackets,1,Washington Capitals,4,,18506,,,Saturday
2013-10-20,20:00:00,Dallas Stars,3,Anaheim Ducks,6,,14531,,,Sunday
2013-10-20,18:00:00,Vancouver Canucks,1,Columbus Blue Jackets,3,,14168,,,Sunday
2013-10-20,20:00:00,Nashville Predators,3,Winnipeg Jets,1,,15004,,,Sunday
2013-10-21,19:30:00,San Jose Sharks,1,Detroit Red Wings,0,SO,20066,,,Monday
2013-10-21,22:30:00,Calgary Flames,3,Los Angeles Kings,2,,18118,,,Monday
2013-10-21,19:30:00,Colorado Avalanche,1,Pittsburgh Penguins,0,,18606,,,Monday
2013-10-22,19:00:00,New Jersey Devils,1,Columbus Blue Jackets,4,,14357,,,Tuesday
2013-10-22,19:30:00,Chicago Blackhawks,3,Florida Panthers,2,SO,15779,,,Tuesday
2013-10-22,20:00:00,Nashville Predators,0,Minnesota Wild,2,,17651,,,Tuesday
2013-10-22,19:30:00,Edmonton Oilers,4,Montreal Canadiens,3,,21273,,,Tuesday
2013-10-22,19:00:00,Vancouver Canucks,5,New York Islanders,4,OT,11922,,,Tuesday
2013-10-22,22:00:00,Calgary Flames,2,Phoenix Coyotes,4,,10141,,,Tuesday
2013-10-22,19:00:00,Anaheim Ducks,2,Toronto Maple Leafs,4,,19408,,,Tuesday
2013-10-22,20:00:00,Washington Capitals,5,Winnipeg Jets,4,SO,15004,,,Tuesday
2013-10-23,20:00:00,Boston Bruins,5,Buffalo Sabres,2,,17645,,,Wednesday
2013-10-23,19:30:00,Ottawa Senators,6,Detroit Red Wings,1,,20066,,,Wednesday
2013-10-24,19:00:00,San Jose Sharks,1,Boston Bruins,2,,17565,,,Thursday
2013-10-24,20:30:00,Calgary Flames,1,Dallas Stars,5,,13122,,,Thursday
2013-10-24,21:30:00,Washington Capitals,4,Edmonton Oilers,1,,16839,,,Thursday
2013-10-24,22:30:00,Phoenix Coyotes,4,Los Angeles Kings,7,,18118,,,Thursday
2013-10-24,20:00:00,Carolina Hurricanes,1,Minnesota Wild,3,,17668,,,Thursday
2013-10-24,19:30:00,Anaheim Ducks,1,Montreal Canadiens,4,,21273,,,Thursday
2013-10-24,19:00:00,Vancouver Canucks,3,New Jersey Devils,2,SO,13203,,,Thursday
2013-10-24,20:00:00,Winnipeg Jets,2,Nashville Predators,3,OT,16075,,,Thursday
2013-10-24,19:00:00,New York Rangers,1,Philadelphia Flyers,2,,19768,,,Thursday
2013-10-24,19:30:00,Chicago Blackhawks,5,Tampa Bay Lightning,6,OT,18820,,,Thursday
2013-10-25,19:00:00,Toronto Maple Leafs,2,Columbus Blue Jackets,5,,13930,,,Friday
2013-10-25,21:00:00,Carolina Hurricanes,2,Colorado Avalanche,4,,16177,,,Friday
2013-10-25,19:30:00,Buffalo Sabres,3,Florida Panthers,1,,12984,,,Friday
2013-10-25,19:30:00,Anaheim Ducks,2,Ottawa Senators,1,,17590,,,Friday
2013-10-25,19:00:00,New York Islanders,4,Pittsburgh Penguins,3,,18664,,,Friday
2013-10-25,20:00:00,Vancouver Canucks,3,St. Louis Blues,2,OT,17604,,,Friday
2013-10-26,19:00:00,New Jersey Devils,4,Boston Bruins,3,,17565,,,Saturday
2013-10-26,22:00:00,Washington Capitals,2,Calgary Flames,5,,19289,,,Saturday
2013-10-26,20:00:00,Minnesota Wild,5,Chicago Blackhawks,3,,21521,,,Saturday
2013-10-26,19:00:00,Winnipeg Jets,2,Dallas Stars,1,SO,13875,,,Saturday
2013-10-26,19:00:00,New York Rangers,3,Detroit Red Wings,2,OT,20066,,,Saturday
2013-10-26,19:00:00,San Jose Sharks,2,Montreal Canadiens,0,,21273,,,Saturday
2013-10-26,20:00:00,St. Louis Blues,6,Nashville Predators,1,,16681,,,Saturday
2013-10-26,19:00:00,Philadelphia Flyers,5,New York Islanders,2,,13620,,,Saturday
2013-10-26,15:00:00,Edmonton Oilers,4,Phoenix Coyotes,5,,11684,,,Saturday
2013-10-26,19:00:00,Buffalo Sabres,2,Tampa Bay Lightning,3,,18088,,,Saturday
2013-10-26,19:00:00,Pittsburgh Penguins,1,Toronto Maple Leafs,4,,19539,,,Saturday
2013-10-27,18:00:00,Anaheim Ducks,4,Columbus Blue Jackets,3,,10542,,,Sunday
2013-10-27,20:00:00,Winnipeg Jets,2,Colorado Avalanche,3,,13927,,,Sunday
2013-10-27,17:00:00,Tampa Bay Lightning,4,Florida Panthers,3,SO,12336,,,Sunday
2013-10-27,21:00:00,Edmonton Oilers,1,Los Angeles Kings,2,SO,18118,,,Sunday
2013-10-27,17:00:00,San Jose Sharks,5,Ottawa Senators,2,,17145,,,Sunday
2013-10-28,19:00:00,Dallas Stars,4,Buffalo Sabres,3,,18295,,,Monday
2013-10-28,19:00:00,Pittsburgh Penguins,3,Carolina Hurricanes,1,,15042,,,Monday
2013-10-28,20:00:00,Chicago Blackhawks,5,Minnesota Wild,1,,18685,,,Monday
2013-10-28,19:30:00,Montreal Canadiens,2,New York Rangers,0,,18006,,,Monday
2013-10-28,22:00:00,Washington Capitals,2,Vancouver Canucks,3,,18910,,,Monday
2013-10-29,20:00:00,Ottawa Senators,5,Chicago Blackhawks,6,,21123,,,Tuesday
2013-10-29,21:00:00,Toronto Maple Leafs,4,Edmonton Oilers,0,,16839,,,Tuesday
2013-10-29,19:00:00,Dallas Stars,1,Montreal Canadiens,2,,21273,,,Tuesday
2013-10-29,19:30:00,Tampa Bay Lightning,1,New Jersey Devils,2,,13501,,,Tuesday
2013-10-29,19:00:00,New York Rangers,3,New York Islanders,2,,16170,,,Tuesday
2013-10-29,19:00:00,Anaheim Ducks,3,Philadelphia Flyers,2,,19615,,,Tuesday
2013-10-29,22:00:00,Los Angeles Kings,1,Phoenix Coyotes,3,,10452,,,Tuesday
2013-10-29,20:00:00,Winnipeg Jets,2,St. Louis Blues,3,,15287,,,Tuesday
2013-10-30,20:00:00,Toronto Maple Leafs,4,Calgary Flames,2,,19289,,,Wednesday
2013-10-30,22:30:00,San Jose Sharks,3,Los Angeles Kings,4,OT,18118,,,Wednesday
2013-10-30,20:00:00,Boston Bruins,2,Pittsburgh Penguins,3,,18627,,,Wednesday
2013-10-30,22:30:00,Detroit Red Wings,2,Vancouver Canucks,1,,18910,,,Wednesday
2013-10-31,19:00:00,Anaheim Ducks,2,Boston Bruins,3,SO,17565,,,Thursday
2013-10-31,19:00:00,Buffalo Sabres,0,New York Rangers,2,,18006,,,Thursday
2013-10-31,22:00:00,Nashville Predators,4,Phoenix Coyotes,5,SO,7401,,,Thursday
2013-11-01,19:00:00,Tampa Bay Lightning,3,Carolina Hurricanes,0,,14828,,,Friday
2013-11-01,21:00:00,Detroit Red Wings,4,Calgary Flames,3,,19289,,,Friday
2013-11-01,20:30:00,Colorado Avalanche,3,Dallas Stars,2,OT,15223,,,Friday
2013-11-01,19:30:00,St. Louis Blues,4,Florida Panthers,0,,12922,,,Friday
2013-11-01,20:00:00,Montreal Canadiens,3,Minnesota Wild,4,,18207,,,Friday
2013-11-01,19:30:00,New York Islanders,5,Ottawa Senators,4,SO,15589,,,Friday
2013-11-01,19:00:00,Washington Capitals,7,Philadelphia Flyers,0,,19702,,,Friday
2013-11-01,19:00:00,Columbus Blue Jackets,2,Pittsburgh Penguins,4,,18620,,,Friday
2013-11-02,19:00:00,Anaheim Ducks,6,Buffalo Sabres,3,,19070,,,Saturday
2013-11-02,19:00:00,Pittsburgh Penguins,3,Columbus Blue Jackets,0,,18634,,,Saturday
2013-11-02,22:00:00,Montreal Canadiens,1,Colorado Avalanche,4,,18152,,,Saturday
2013-11-02,22:00:00,Detroit Red Wings,5,Edmonton Oilers,0,,16839,,,Saturday
2013-11-02,22:30:00,Nashville Predators,4,Los Angeles Kings,3,,18118,,,Saturday
2013-11-02,19:00:00,Philadelphia Flyers,1,New Jersey Devils,0,,13705,,,Saturday
2013-11-02,19:00:00,Boston Bruins,1,New York Islanders,3,,14018,,,Saturday
2013-11-02,19:00:00,Carolina Hurricanes,1,New York Rangers,5,,18006,,,Saturday
2013-11-02,22:30:00,Phoenix Coyotes,3,San Jose Sharks,2,SO,17562,,,Saturday
2013-11-02,19:00:00,St. Louis Blues,2,Tampa Bay Lightning,4,,18885,,,Saturday
2013-11-02,19:00:00,Toronto Maple Leafs,0,Vancouver Canucks,4,,18910,,,Saturday
2013-11-02,15:00:00,Chicago Blackhawks,5,Winnipeg Jets,1,,15004,,,Saturday
2013-11-02,19:00:00,Florida Panthers,2,Washington Capitals,3,SO,18506,,,Saturday
2013-11-03,19:30:00,Calgary Flames,3,Chicago Blackhawks,2,OT,21229,,,Sunday
2013-11-03,20:00:00,New Jersey Devils,0,Minnesota Wild,4,,17571,,,Sunday
2013-11-03,13:00:00,Dallas Stars,4,Ottawa Senators,3,SO,18106,,,Sunday
2013-11-04,19:30:00,Anaheim Ducks,2,New York Rangers,1,,18006,,,Monday
2013-11-04,20:00:00,Detroit Red Wings,2,Winnipeg Jets,4,,15004,,,Monday
2013-11-05,19:00:00,Dallas Stars,3,Boston Bruins,2,SO,17565,,,Tuesday
2013-11-05,19:30:00,Philadelphia Flyers,1,Carolina Hurricanes,2,OT,15519,,,Tuesday
2013-11-05,19:00:00,Ottawa Senators,4,Columbus Blue Jackets,1,,13122,,,Tuesday
2013-11-05,19:30:00,Edmonton Oilers,4,Florida Panthers,3,OT,12035,,,Tuesday
2013-11-05,20:00:00,Calgary Flames,1,Minnesota Wild,5,,17708,,,Tuesday
2013-11-05,19:30:00,St. Louis Blues,3,Montreal Canadiens,2,SO,21273,,,Tuesday
2013-11-05,21:00:00,Vancouver Canucks,2,Phoenix Coyotes,3,SO,13459,,,Tuesday
2013-11-05,22:30:00,Buffalo Sabres,5,San Jose Sharks,4,SO,17562,,,Tuesday
2013-11-05,19:00:00,New York Islanders,2,Washington Capitals,6,,18506,,,Tuesday
2013-11-06,22:00:00,Phoenix Coyotes,2,Anaheim Ducks,5,,14045,,,Wednesday
2013-11-06,20:00:00,Winnipeg Jets,1,Chicago Blackhawks,4,,21122,,,Wednesday
2013-11-06,21:30:00,Nashville Predators,6,Colorado Avalanche,4,,14043,,,Wednesday
2013-11-06,19:30:00,Pittsburgh Penguins,1,New York Rangers,5,,18006,,,Wednesday
2013-11-07,19:00:00,Florida Panthers,1,Boston Bruins,4,,17565,,,Thursday
2013-11-07,19:00:00,New York Islanders,0,Carolina Hurricanes,1,,11541,,,Thursday
2013-11-07,19:00:00,New York Rangers,4,Columbus Blue Jackets,2,,11746,,,Thursday
2013-11-07,19:30:00,Dallas Stars,4,Detroit Red Wings,3,OT,20066,,,Thursday
2013-11-07,22:30:00,Buffalo Sabres,0,Los Angeles Kings,2,,18118,,,Thursday
2013-11-07,19:00:00,Montreal Canadiens,1,Ottawa Senators,4,,19292,,,Thursday
2013-11-07,19:00:00,New Jersey Devils,3,Philadelphia Flyers,0,,19604,,,Thursday
2013-11-07,22:30:00,Vancouver Canucks,4,San Jose Sharks,2,,17562,,,Thursday
2013-11-07,20:00:00,Calgary Flames,2,St. Louis Blues,3,,14877,,,Thursday
2013-11-07,19:30:00,Edmonton Oilers,2,Tampa Bay Lightning,4,,18695,,,Thursday
2013-11-07,19:00:00,Minnesota Wild,2,Washington Capitals,3,SO,18506,,,Thursday
2013-11-08,22:00:00,Buffalo Sabres,2,Anaheim Ducks,6,,15577,,,Friday
2013-11-08,21:00:00,Calgary Flames,2,Colorado Avalanche,4,,17620,,,Friday
2013-11-08,19:30:00,New Jersey Devils,1,Toronto Maple Leafs,2,SO,19377,,,Friday
2013-11-08,20:00:00,Nashville Predators,0,Winnipeg Jets,5,,15004,,,Friday
2013-11-09,19:00:00,Toronto Maple Leafs,1,Boston Bruins,3,,17565,,,Saturday
2013-11-09,19:00:00,Minnesota Wild,3,Carolina Hurricanes,2,SO,14704,,,Saturday
